2025;01;01;06;-7,7
2025;01;01;18;-3,9
2025;01;02;06;-6,8
2025;01;02;18;0,3
2025;01;03;06;-3
2025;01;03;18;-3
2025;01;04;06;-12,8
2025;01;04;18;-10,6
2025;01;05;06;-13,2
2025;01;05;18;-9,9
2025;01;06;06;-13,8
2025;01;06;18;-5,5
2025;01;07;06;-14,6
2025;01;07;18;-10,5
2025;01;08;06;-10,5
2025;01;08;18;-1,8
2025;01;09;06;-1,8
2025;01;09;18;1,4
2025;01;10;06;-3,3
2025;01;10;18;-1,3
2025;01;11;06;-2,1
2025;01;11;18;0,6
2025;01;12;06;-0,1
2025;01;12;18;0,2
2025;01;13;06;-4
2025;01;13;18;-3,5
2025;01;14;06;-5,7
2025;01;14;18;-3,8
2025;01;15;06;-5,8
2025;01;15;18;-2,3
2025;01;16;06;-9
2025;01;16;18;-9
2025;01;17;06;-10,7
2025;01;17;18;-6,4
2025;01;18;06;-6,9
2025;01;18;18;-2,3
2025;01;19;06;-2,3
2025;01;19;18;0,7
2025;01;20;06;-2,4
2025;01;20;18;-2
2025;01;21;06;-8,3
2025;01;21;18;-7,9
2025;01;22;06;-20,8
2025;01;22;18;-17,5
2025;01;23;06;-20
2025;01;23;18;-7,5
2025;01;24;06;-9,7
2025;01;24;18;-8
2025;01;25;06;-9,3
2025;01;25;18;-7,8
2025;01;26;06;-10,9
2025;01;26;18;-7
2025;01;27;06;-7
2025;01;27;18;0,6
2025;01;28;06;0
2025;01;28;18;2,6
2025;01;29;06;-1,5
2025;01;29;18;0,2
2025;01;30;06;0
2025;01;30;18;1
2025;01;31;06;0,4
2025;01;31;18;1,9
2025;02;01;06;1,2
2025;02;01;18;1,9
2025;02;02;06;-0,3
2025;02;02;18;1,6
2025;02;03;06;0
2025;02;03;18;0,5
2025;02;04;06;-2,9
2025;02;04;18;-1
2025;02;05;06;-4,1
2025;02;05;18;-2,6
2025;02;06;06;-11,1
2025;02;06;18;-5,6
2025;02;07;06;-16,2
2025;02;07;18;-8,7
2025;02;08;06;-8,7
2025;02;08;18;-5,5
2025;02;09;06;-6,6
2025;02;09;18;-6,3
2025;02;10;06;-8,6
2025;02;10;18;-7,3
2025;02;11;06;-9,1
2025;02;11;18;-6,8
2025;02;12;06;-10,2
2025;02;12;18;-7,8
2025;02;13;06;-7,8
2025;02;13;18;-4,3
2025;02;14;06;-6,3
2025;02;14;18;-6
2025;02;15;06;-11,5
2025;02;15;18;-7,7
2025;02;16;06;-12,7
2025;02;16;18;-8,9
2025;02;17;06;-19,3
2025;02;17;18;-15,2
2025;02;18;06;-20,9
2025;02;18;18;-11,4
2025;02;19;06;-15,8
2025;02;19;18;-9,8
2025;02;20;06;-21,8
2025;02;20;18;-9,8
2025;02;21;06;-18,3
2025;02;21;18;-7,9
2025;02;22;06;
2025;02;22;18;-4,4
2025;02;23;06;-20,4
2025;02;23;18;-7,4
2025;02;24;06;-19,4
2025;02;24;18;-3,6
2025;02;25;06;-16,9
2025;02;25;18;-3,6
2025;02;26;06;-13,8
2025;02;26;18;-1,3
2025;02;27;06;-3
2025;02;27;18;2,9
2025;02;28;06;-7,9
2025;02;28;18;-0,5
2025;03;01;06;-10,6
2025;03;01;18;-2,3
2025;03;02;06;-5
2025;03;02;18;-0,8
2025;03;03;06;-5,5
2025;03;03;18;-1,3
2025;03;04;06;-5,2
2025;03;04;18;-2
2025;03;05;06;-5,1
2025;03;05;18;-2,8
2025;03;06;06;-5,1
2025;03;06;18;-2,6
2025;03;07;06;-3,8
2025;03;07;18;-1,5
2025;03;08;06;-3,6
2025;03;08;18;0,3
2025;03;09;06;-4,3
2025;03;09;18;2,1
2025;03;10;06;-1,1
2025;03;10;18;-0,6
2025;03;11;06;-8,7
2025;03;11;18;2,6
2025;03;12;06;0,5
2025;03;12;18;2,7
2025;03;13;06;1,1
2025;03;13;18;2,2
2025;03;14;06;0,7
2025;03;14;18;6
2025;03;15;06;3
2025;03;15;18;3,2
2025;03;16;06;-10,7
2025;03;16;18;2,8
2025;03;17;06;-9,9
2025;03;17;18;1,9
2025;03;18;06;-11,9
2025;03;18;18;0
2025;03;19;06;-13,5
2025;03;19;18;1,1
2025;03;20;06;-2,1
2025;03;20;18;1,8
2025;03;21;06;-7,1
2025;03;21;18;0,9
2025;03;22;06;-8,7
2025;03;22;18;2,3
2025;03;23;06;-5,9
2025;03;23;18;5,5
2025;03;24;06;-4,7
2025;03;24;18;7,6
2025;03;25;06;-4,4
2025;03;25;18;9,2
2025;03;26;06;1,7
2025;03;26;18;6,8
2025;03;27;06;2,3
2025;03;27;18;4,6
2025;03;28;06;2,7
2025;03;28;18;7,5
2025;03;29;06;-2,8
2025;03;29;18;11,9
2025;03;30;06;-0,8
2025;03;30;18;12,7
2025;03;31;06;0,8
2025;03;31;18;13,5
2025;04;01;06;-1,3
2025;04;01;18;15
2025;04;02;06;3,8
2025;04;02;18;8,8
2025;04;03;06;1,1
2025;04;03;18;7,1
2025;04;04;06;-2,4
2025;04;04;18;8
2025;04;05;06;-0,7
2025;04;05;18;3,2
2025;04;06;06;-1,6
2025;04;06;18;1
2025;04;07;06;-2,9
2025;04;07;18;0,5
2025;04;08;06;-2,5
2025;04;08;18;0,2
2025;04;09;06;0
2025;04;09;18;2,7
2025;04;10;06;-2,4
2025;04;10;18;2,5
2025;04;11;06;-3,6
2025;04;11;18;4,8
2025;04;12;06;0,7
2025;04;12;18;7,7
2025;04;13;06;-4,8
